Assembly_accession	bioproject	biosample	wgs_master	refseq_category	taxid	species_taxid	organism_name	infraspecific_name	isolate	version_status	assembly_level	release_type	genome_rep	seq_rel_date	asm_name	submitter	gbrs_paired_asm	paired_asm_comp	ftp_path	excluded_from_refseq	relation_to_type_material	Species	Genera	strain
GCF_005236635.1	PRJNA224116	SAMN09435186	QPWS00000000.1	na	1351	1351	Enterococcus faecalis	strain=TV102	NA	latest	Scaffold	Major	Full	8/5/2019	ASM523663v1	University of Otago	GCA_005236635.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/236/635/GCF_005236635.1_ASM523663v1	NA	NA	faecalis	Enterococcus	TV102
GCF_005236695.1	PRJNA224116	SAMN09435183	QPWV00000000.1	na	1351	1351	Enterococcus faecalis	strain=IV23	NA	latest	Scaffold	Major	Full	8/5/2019	ASM523669v1	University of Otago	GCA_005236695.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/236/695/GCF_005236695.1_ASM523669v1	NA	NA	faecalis	Enterococcus	IV23
GCF_005236705.1	PRJNA224116	SAMN09435182	QPWW00000000.1	na	1351	1351	Enterococcus faecalis	strain=IV22	NA	latest	Scaffold	Major	Full	8/5/2019	ASM523670v1	University of Otago	GCA_005236705.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/236/705/GCF_005236705.1_ASM523670v1	NA	NA	faecalis	Enterococcus	IV22
GCF_005236755.1	PRJNA224116	SAMN09435180	QPWY00000000.1	na	1351	1351	Enterococcus faecalis	strain=IV12	NA	latest	Scaffold	Major	Full	8/5/2019	ASM523675v1	University of Otago	GCA_005236755.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/236/755/GCF_005236755.1_ASM523675v1	NA	NA	faecalis	Enterococcus	IV12
GCF_005236765.1	PRJNA224116	SAMN09435173	QPXF00000000.1	na	1351	1351	Enterococcus faecalis	strain=5A-6	NA	latest	Scaffold	Major	Full	8/5/2019	ASM523676v1	University of Otago	GCA_005236765.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/236/765/GCF_005236765.1_ASM523676v1	NA	NA	faecalis	Enterococcus	5A_6
GCF_005236775.1	PRJNA224116	SAMN09435175	QPXD00000000.1	na	1351	1351	Enterococcus faecalis	strain=5A-8	NA	latest	Scaffold	Major	Full	8/5/2019	ASM523677v1	University of Otago	GCA_005236775.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/236/775/GCF_005236775.1_ASM523677v1	NA	NA	faecalis	Enterococcus	5A_8
GCF_005236795.1	PRJNA224116	SAMN09435172	QPXG00000000.1	na	1351	1351	Enterococcus faecalis	strain=5A-5	NA	latest	Scaffold	Major	Full	8/5/2019	ASM523679v1	University of Otago	GCA_005236795.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/236/795/GCF_005236795.1_ASM523679v1	NA	NA	faecalis	Enterococcus	5A_5
GCF_005236835.1	PRJNA224116	SAMN09435168	QPXK00000000.1	na	1351	1351	Enterococcus faecalis	strain=5A-1	NA	latest	Scaffold	Major	Full	8/5/2019	ASM523683v1	University of Otago	GCA_005236835.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/236/835/GCF_005236835.1_ASM523683v1	NA	NA	faecalis	Enterococcus	5A_1
GCF_005236845.1	PRJNA224116	SAMN09435159	QPXT00000000.1	na	1351	1351	Enterococcus faecalis	strain=13-9-85	NA	latest	Scaffold	Major	Full	8/5/2019	ASM523684v1	University of Otago	GCA_005236845.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/236/845/GCF_005236845.1_ASM523684v1	NA	NA	faecalis	Enterococcus	13_9_85
GCF_005236855.1	PRJNA224116	SAMN09435167	QPXL00000000.1	na	1351	1351	Enterococcus faecalis	strain=5A-19	NA	latest	Scaffold	Major	Full	8/5/2019	ASM523685v1	University of Otago	GCA_005236855.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/236/855/GCF_005236855.1_ASM523685v1	NA	NA	faecalis	Enterococcus	5A_19
GCF_005236865.1	PRJNA224116	SAMN09435155	QPXX00000000.1	na	1351	1351	Enterococcus faecalis	strain=13-4VP	NA	latest	Scaffold	Major	Full	8/5/2019	ASM523686v1	University of Otago	GCA_005236865.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/236/865/GCF_005236865.1_ASM523686v1	NA	NA	faecalis	Enterococcus	13_4VP
GCF_005236885.1	PRJNA224116	SAMN09435157	QPXV00000000.1	na	1351	1351	Enterococcus faecalis	strain=13-7-61	NA	latest	Scaffold	Major	Full	8/5/2019	ASM523688v1	University of Otago	GCA_005236885.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/236/885/GCF_005236885.1_ASM523688v1	NA	NA	faecalis	Enterococcus	13_7_61
GCF_005236915.1	PRJNA224116	SAMN09435148	QPYE00000000.1	na	1351	1351	Enterococcus faecalis	strain=13-2-16	NA	latest	Scaffold	Major	Full	8/5/2019	ASM523691v1	University of Otago	GCA_005236915.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/236/915/GCF_005236915.1_ASM523691v1	NA	NA	faecalis	Enterococcus	13_2_16
GCF_005236945.1	PRJNA224116	SAMN09435143	QPYJ00000000.1	na	1351	1351	Enterococcus faecalis	strain=13-10-98	NA	latest	Scaffold	Major	Full	8/5/2019	ASM523694v1	University of Otago	GCA_005236945.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/236/945/GCF_005236945.1_ASM523694v1	NA	NA	faecalis	Enterococcus	13_10_98
GCF_005236965.1	PRJNA224116	SAMN09435144	QPYI00000000.1	na	1351	1351	Enterococcus faecalis	strain=13-1-09	NA	latest	Scaffold	Major	Full	8/5/2019	ASM523696v1	University of Otago	GCA_005236965.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/236/965/GCF_005236965.1_ASM523696v1	NA	NA	faecalis	Enterococcus	13_1_09
GCF_005236975.1	PRJNA224116	SAMN09435140	QPYM00000000.1	na	1351	1351	Enterococcus faecalis	strain=13-1-07	NA	latest	Scaffold	Major	Full	8/5/2019	ASM523697v1	University of Otago	GCA_005236975.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/236/975/GCF_005236975.1_ASM523697v1	NA	NA	faecalis	Enterococcus	13_1_07
GCF_005236985.1	PRJNA224116	SAMN09435134	QPYS00000000.1	na	1351	1351	Enterococcus faecalis	strain=12-8-01	NA	latest	Scaffold	Major	Full	8/5/2019	ASM523698v1	University of Otago	GCA_005236985.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/236/985/GCF_005236985.1_ASM523698v1	NA	NA	faecalis	Enterococcus	12_8_01
GCF_005237015.1	PRJNA224116	SAMN09435127	QPYZ00000000.1	na	1351	1351	Enterococcus faecalis	strain=12-1VP	NA	latest	Scaffold	Major	Full	8/5/2019	ASM523701v1	University of Otago	GCA_005237015.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/237/015/GCF_005237015.1_ASM523701v1	NA	NA	faecalis	Enterococcus	12_1VP
GCF_005237075.1	PRJNA224116	SAMN09435120	QPZG00000000.1	na	1351	1351	Enterococcus faecalis	strain=10-6-50	NA	latest	Scaffold	Major	Full	8/5/2019	ASM523707v1	University of Otago	GCA_005237075.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/237/075/GCF_005237075.1_ASM523707v1	NA	NA	faecalis	Enterococcus	10_6_50
GCF_005237085.1	PRJNA224116	SAMN09435119	QPZH00000000.1	na	1351	1351	Enterococcus faecalis	strain=10-6-46	NA	latest	Scaffold	Major	Full	8/5/2019	ASM523708v1	University of Otago	GCA_005237085.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/237/085/GCF_005237085.1_ASM523708v1	NA	NA	faecalis	Enterococcus	10_6_46
GCF_005237095.1	PRJNA224116	SAMN09435116	QPZK00000000.1	na	1351	1351	Enterococcus faecalis	strain=10-2-17	NA	latest	Scaffold	Major	Full	8/5/2019	ASM523709v1	University of Otago	GCA_005237095.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/237/095/GCF_005237095.1_ASM523709v1	NA	NA	faecalis	Enterococcus	10_2_17
GCF_005237145.1	PRJNA224116	SAMN09435114	QPZM00000000.1	na	1351	1351	Enterococcus faecalis	strain=10-1A	NA	latest	Scaffold	Major	Full	8/5/2019	ASM523714v1	University of Otago	GCA_005237145.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/237/145/GCF_005237145.1_ASM523714v1	NA	NA	faecalis	Enterococcus	10_1A
GCF_005237155.1	PRJNA224116	SAMN09435240	QPUQ00000000.1	na	1351	1351	Enterococcus faecalis	strain=TV70	NA	latest	Scaffold	Major	Full	8/5/2019	ASM523715v1	University of Otago	GCA_005237155.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/237/155/GCF_005237155.1_ASM523715v1	NA	NA	faecalis	Enterococcus	TV70
GCF_005237335.1	PRJNA224116	SAMN09435228	QPVC00000000.1	na	1351	1351	Enterococcus faecalis	strain=TV46	NA	latest	Scaffold	Major	Full	8/5/2019	ASM523733v1	University of Otago	GCA_005237335.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/237/335/GCF_005237335.1_ASM523733v1	NA	NA	faecalis	Enterococcus	TV46
GCF_005237405.1	PRJNA224116	SAMN09435222	QPVI00000000.1	na	1351	1351	Enterococcus faecalis	strain=TV3	NA	latest	Scaffold	Major	Full	8/5/2019	ASM523740v1	University of Otago	GCA_005237405.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/237/405/GCF_005237405.1_ASM523740v1	NA	NA	faecalis	Enterococcus	TV3
GCF_005237435.1	PRJNA224116	SAMN09435221	QPVJ00000000.1	na	1351	1351	Enterococcus faecalis	strain=TV33	NA	latest	Scaffold	Major	Full	8/5/2019	ASM523743v1	University of Otago	GCA_005237435.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/237/435/GCF_005237435.1_ASM523743v1	NA	NA	faecalis	Enterococcus	TV33
GCF_005237455.1	PRJNA224116	SAMN09435219	QPVL00000000.1	na	1351	1351	Enterococcus faecalis	strain=TV30	NA	latest	Scaffold	Major	Full	8/5/2019	ASM523745v1	University of Otago	GCA_005237455.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/237/455/GCF_005237455.1_ASM523745v1	NA	NA	faecalis	Enterococcus	TV30
GCF_005237495.1	PRJNA224116	SAMN09435217	QPVN00000000.1	na	1351	1351	Enterococcus faecalis	strain=TV29	NA	latest	Scaffold	Major	Full	8/5/2019	ASM523749v1	University of Otago	GCA_005237495.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/237/495/GCF_005237495.1_ASM523749v1	NA	NA	faecalis	Enterococcus	TV29
GCF_005237505.1	PRJNA224116	SAMN09435216	QPVO00000000.1	na	1351	1351	Enterococcus faecalis	strain=TV28	NA	latest	Scaffold	Major	Full	8/5/2019	ASM523750v1	University of Otago	GCA_005237505.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/237/505/GCF_005237505.1_ASM523750v1	NA	NA	faecalis	Enterococcus	TV28
GCF_005237565.1	PRJNA224116	SAMN09435211	QPVT00000000.1	na	1351	1351	Enterococcus faecalis	strain=TV163	NA	latest	Scaffold	Major	Full	8/5/2019	ASM523756v1	University of Otago	GCA_005237565.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/237/565/GCF_005237565.1_ASM523756v1	NA	NA	faecalis	Enterococcus	TV163
GCF_005237575.1	PRJNA224116	SAMN09435208	QPVW00000000.1	na	1351	1351	Enterococcus faecalis	strain=TV154	NA	latest	Scaffold	Major	Full	8/5/2019	ASM523757v1	University of Otago	GCA_005237575.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/237/575/GCF_005237575.1_ASM523757v1	NA	NA	faecalis	Enterococcus	TV154
GCF_005237605.1	PRJNA224116	SAMN09435206	QPVY00000000.1	na	1351	1351	Enterococcus faecalis	strain=TV148	NA	latest	Scaffold	Major	Full	8/5/2019	ASM523760v1	University of Otago	GCA_005237605.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/237/605/GCF_005237605.1_ASM523760v1	NA	NA	faecalis	Enterococcus	TV148
GCF_005237635.1	PRJNA224116	SAMN09435204	QPWA00000000.1	na	1351	1351	Enterococcus faecalis	strain=TV13	NA	latest	Scaffold	Major	Full	8/5/2019	ASM523763v1	University of Otago	GCA_005237635.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/237/635/GCF_005237635.1_ASM523763v1	NA	NA	faecalis	Enterococcus	TV13
GCF_005237655.1	PRJNA224116	SAMN09435205	QPVZ00000000.1	na	1351	1351	Enterococcus faecalis	strain=TV147	NA	latest	Scaffold	Major	Full	8/5/2019	ASM523765v1	University of Otago	GCA_005237655.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/237/655/GCF_005237655.1_ASM523765v1	NA	NA	faecalis	Enterococcus	TV147
GCF_005237765.1	PRJNA224116	SAMN09435193	QPWL00000000.1	na	1351	1351	Enterococcus faecalis	strain=TV112	NA	latest	Scaffold	Major	Full	8/5/2019	ASM523776v1	University of Otago	GCA_005237765.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/237/765/GCF_005237765.1_ASM523776v1	NA	NA	faecalis	Enterococcus	TV112
GCF_005237795.1	PRJNA224116	SAMN09435190	QPWO00000000.1	na	1351	1351	Enterococcus faecalis	strain=TV106	NA	latest	Scaffold	Major	Full	8/5/2019	ASM523779v1	University of Otago	GCA_005237795.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/237/795/GCF_005237795.1_ASM523779v1	NA	NA	faecalis	Enterococcus	TV106
GCF_005237845.1	PRJNA224116	SAMN09435189	QPWP00000000.1	na	1351	1351	Enterococcus faecalis	strain=TV105	NA	latest	Scaffold	Major	Full	8/5/2019	ASM523784v1	University of Otago	GCA_005237845.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/237/845/GCF_005237845.1_ASM523784v1	NA	NA	faecalis	Enterococcus	TV105
GCF_005237855.1	PRJNA224116	SAMN09435187	QPWR00000000.1	na	1351	1351	Enterococcus faecalis	strain=TV103	NA	latest	Scaffold	Major	Full	8/5/2019	ASM523785v1	University of Otago	GCA_005237855.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/237/855/GCF_005237855.1_ASM523785v1	NA	NA	faecalis	Enterococcus	TV103
GCF_005237895.1	PRJNA224116	SAMN09435185	QPWT00000000.1	na	1351	1351	Enterococcus faecalis	strain=IV30	NA	latest	Scaffold	Major	Full	8/5/2019	ASM523789v1	University of Otago	GCA_005237895.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/237/895/GCF_005237895.1_ASM523789v1	NA	NA	faecalis	Enterococcus	IV30
GCF_005237915.1	PRJNA224116	SAMN09435181	QPWX00000000.1	na	1351	1351	Enterococcus faecalis	strain=IV18	NA	latest	Scaffold	Major	Full	8/5/2019	ASM523791v1	University of Otago	GCA_005237915.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/237/915/GCF_005237915.1_ASM523791v1	NA	NA	faecalis	Enterococcus	IV18
GCF_005237925.1	PRJNA224116	SAMN09435179	QPWZ00000000.1	na	1351	1351	Enterococcus faecalis	strain=EF13-4-31	NA	latest	Scaffold	Major	Full	8/5/2019	ASM523792v1	University of Otago	GCA_005237925.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/237/925/GCF_005237925.1_ASM523792v1	NA	NA	faecalis	Enterococcus	EF13_4_31
GCF_005237955.1	PRJNA224116	SAMN09435178	QPXA00000000.1	na	1351	1351	Enterococcus faecalis	strain=EF13-2-12	NA	latest	Scaffold	Major	Full	8/5/2019	ASM523795v1	University of Otago	GCA_005237955.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/237/955/GCF_005237955.1_ASM523795v1	NA	NA	faecalis	Enterococcus	EF13_2_12
GCF_005237965.1	PRJNA224116	SAMN09435177	QPXB00000000.1	na	1351	1351	Enterococcus faecalis	strain=5D-62	NA	latest	Scaffold	Major	Full	8/5/2019	ASM523796v1	University of Otago	GCA_005237965.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/237/965/GCF_005237965.1_ASM523796v1	NA	NA	faecalis	Enterococcus	5D_62
GCF_005237985.1	PRJNA224116	SAMN09435176	QPXC00000000.1	na	1351	1351	Enterococcus faecalis	strain=5A-9	NA	latest	Scaffold	Major	Full	8/5/2019	ASM523798v1	University of Otago	GCA_005237985.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/237/985/GCF_005237985.1_ASM523798v1	NA	NA	faecalis	Enterococcus	5A_9
GCF_005238025.1	PRJNA224116	SAMN09435174	QPXE00000000.1	na	1351	1351	Enterococcus faecalis	strain=5A-7	NA	latest	Scaffold	Major	Full	8/5/2019	ASM523802v1	University of Otago	GCA_005238025.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/238/025/GCF_005238025.1_ASM523802v1	NA	NA	faecalis	Enterococcus	5A_7
GCF_005238055.1	PRJNA224116	SAMN09435170	QPXI00000000.1	na	1351	1351	Enterococcus faecalis	strain=5A-2	NA	latest	Scaffold	Major	Full	8/5/2019	ASM523805v1	University of Otago	GCA_005238055.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/238/055/GCF_005238055.1_ASM523805v1	NA	NA	faecalis	Enterococcus	5A_2
GCF_005238065.1	PRJNA224116	SAMN09435171	QPXH00000000.1	na	1351	1351	Enterococcus faecalis	strain=5A-4	NA	latest	Scaffold	Major	Full	8/5/2019	ASM523806v1	University of Otago	GCA_005238065.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/238/065/GCF_005238065.1_ASM523806v1	NA	NA	faecalis	Enterococcus	5A_4
GCF_005238075.1	PRJNA224116	SAMN09435169	QPXJ00000000.1	na	1351	1351	Enterococcus faecalis	strain=5A-20	NA	latest	Scaffold	Major	Full	8/5/2019	ASM523807v1	University of Otago	GCA_005238075.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/238/075/GCF_005238075.1_ASM523807v1	NA	NA	faecalis	Enterococcus	5A_20
GCF_005238105.1	PRJNA224116	SAMN09435165	QPXN00000000.1	na	1351	1351	Enterococcus faecalis	strain=5A-16	NA	latest	Scaffold	Major	Full	8/5/2019	ASM523810v1	University of Otago	GCA_005238105.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/238/105/GCF_005238105.1_ASM523810v1	NA	NA	faecalis	Enterococcus	5A_16
GCF_005238115.1	PRJNA224116	SAMN09435166	QPXM00000000.1	na	1351	1351	Enterococcus faecalis	strain=5A-18	NA	latest	Scaffold	Major	Full	8/5/2019	ASM523811v1	University of Otago	GCA_005238115.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/238/115/GCF_005238115.1_ASM523811v1	NA	NA	faecalis	Enterococcus	5A_18
GCF_005238155.1	PRJNA224116	SAMN09435163	QPXP00000000.1	na	1351	1351	Enterococcus faecalis	strain=5A-13	NA	latest	Scaffold	Major	Full	8/5/2019	ASM523815v1	University of Otago	GCA_005238155.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/238/155/GCF_005238155.1_ASM523815v1	NA	NA	faecalis	Enterococcus	5A_13
GCF_005238165.1	PRJNA224116	SAMN09435164	QPXO00000000.1	na	1351	1351	Enterococcus faecalis	strain=5A-15	NA	latest	Scaffold	Major	Full	8/5/2019	ASM523816v1	University of Otago	GCA_005238165.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/238/165/GCF_005238165.1_ASM523816v1	NA	NA	faecalis	Enterococcus	5A_15
GCF_005238175.1	PRJNA224116	SAMN09435162	QPXQ00000000.1	na	1351	1351	Enterococcus faecalis	strain=5A-12	NA	latest	Scaffold	Major	Full	8/5/2019	ASM523817v1	University of Otago	GCA_005238175.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/238/175/GCF_005238175.1_ASM523817v1	NA	NA	faecalis	Enterococcus	5A_12
GCF_005238195.1	PRJNA224116	SAMN09435160	QPXS00000000.1	na	1351	1351	Enterococcus faecalis	strain=13-9-86	NA	latest	Scaffold	Major	Full	8/5/2019	ASM523819v1	University of Otago	GCA_005238195.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/238/195/GCF_005238195.1_ASM523819v1	NA	NA	faecalis	Enterococcus	13_9_86
GCF_005238215.1	PRJNA224116	SAMN09435161	QPXR00000000.1	na	1351	1351	Enterococcus faecalis	strain=13-9-88	NA	latest	Scaffold	Major	Full	8/5/2019	ASM523821v1	University of Otago	GCA_005238215.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/238/215/GCF_005238215.1_ASM523821v1	NA	NA	faecalis	Enterococcus	13_9_88
GCF_005238235.1	PRJNA224116	SAMN09435156	QPXW00000000.1	na	1351	1351	Enterococcus faecalis	strain=13-5-45	NA	latest	Scaffold	Major	Full	8/5/2019	ASM523823v1	University of Otago	GCA_005238235.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/238/235/GCF_005238235.1_ASM523823v1	NA	NA	faecalis	Enterococcus	13_5_45
GCF_005238245.1	PRJNA224116	SAMN09435154	QPXY00000000.1	na	1351	1351	Enterococcus faecalis	strain=13-4-35	NA	latest	Scaffold	Major	Full	8/5/2019	ASM523824v1	University of Otago	GCA_005238245.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/238/245/GCF_005238245.1_ASM523824v1	NA	NA	faecalis	Enterococcus	13_4_35
GCF_005238255.1	PRJNA224116	SAMN09435158	QPXU00000000.1	na	1351	1351	Enterococcus faecalis	strain=13-8-72	NA	latest	Scaffold	Major	Full	8/5/2019	ASM523825v1	University of Otago	GCA_005238255.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/238/255/GCF_005238255.1_ASM523825v1	NA	NA	faecalis	Enterococcus	13_8_72
GCF_005238315.1	PRJNA224116	SAMN09435152	QPYA00000000.1	na	1351	1351	Enterococcus faecalis	strain=13-4-32	NA	latest	Scaffold	Major	Full	8/5/2019	ASM523831v1	University of Otago	GCA_005238315.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/238/315/GCF_005238315.1_ASM523831v1	NA	NA	faecalis	Enterococcus	13_4_32
GCF_005238325.1	PRJNA224116	SAMN09435153	QPXZ00000000.1	na	1351	1351	Enterococcus faecalis	strain=13-4-33	NA	latest	Scaffold	Major	Full	8/5/2019	ASM523832v1	University of Otago	GCA_005238325.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/238/325/GCF_005238325.1_ASM523832v1	NA	NA	faecalis	Enterococcus	13_4_33
GCF_005238335.1	PRJNA224116	SAMN09435142	QPYK00000000.1	na	1351	1351	Enterococcus faecalis	strain=13-10-96	NA	latest	Scaffold	Major	Full	8/5/2019	ASM523833v1	University of Otago	GCA_005238335.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/238/335/GCF_005238335.1_ASM523833v1	NA	NA	faecalis	Enterococcus	13_10_96
GCF_005238345.1	PRJNA224116	SAMN09435150	QPYC00000000.1	na	1351	1351	Enterococcus faecalis	strain=13-2-19	NA	latest	Scaffold	Major	Full	8/5/2019	ASM523834v1	University of Otago	GCA_005238345.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/238/345/GCF_005238345.1_ASM523834v1	NA	NA	faecalis	Enterococcus	13_2_19
GCF_005238355.1	PRJNA224116	SAMN09435151	QPYB00000000.1	na	1351	1351	Enterococcus faecalis	strain=13-2VP	NA	latest	Scaffold	Major	Full	8/5/2019	ASM523835v1	University of Otago	GCA_005238355.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/238/355/GCF_005238355.1_ASM523835v1	NA	NA	faecalis	Enterococcus	13_2VP
GCF_005238415.1	PRJNA224116	SAMN09435141	QPYL00000000.1	na	1351	1351	Enterococcus faecalis	strain=13-1-08	NA	latest	Scaffold	Major	Full	8/5/2019	ASM523841v1	University of Otago	GCA_005238415.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/238/415/GCF_005238415.1_ASM523841v1	NA	NA	faecalis	Enterococcus	13_1_08
GCF_005238425.1	PRJNA224116	SAMN09435137	QPYP00000000.1	na	1351	1351	Enterococcus faecalis	strain=13-06-51	NA	latest	Scaffold	Major	Full	8/5/2019	ASM523842v1	University of Otago	GCA_005238425.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/238/425/GCF_005238425.1_ASM523842v1	NA	NA	faecalis	Enterococcus	13_06_51
GCF_005238435.1	PRJNA224116	SAMN09435139	QPYN00000000.1	na	1351	1351	Enterococcus faecalis	strain=13-1-06	NA	latest	Scaffold	Major	Full	8/5/2019	ASM523843v1	University of Otago	GCA_005238435.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/238/435/GCF_005238435.1_ASM523843v1	NA	NA	faecalis	Enterococcus	13_1_06
GCF_005238455.1	PRJNA224116	SAMN09435132	QPYU00000000.1	na	1351	1351	Enterococcus faecalis	strain=12-7-68	NA	latest	Scaffold	Major	Full	8/5/2019	ASM523845v1	University of Otago	GCA_005238455.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/238/455/GCF_005238455.1_ASM523845v1	NA	NA	faecalis	Enterococcus	12_7_68
GCF_005238525.1	PRJNA224116	SAMN09435124	QPZC00000000.1	na	1351	1351	Enterococcus faecalis	strain=11-7A	NA	latest	Scaffold	Major	Full	8/5/2019	ASM523852v1	University of Otago	GCA_005238525.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/238/525/GCF_005238525.1_ASM523852v1	NA	NA	faecalis	Enterococcus	11_7A
GCF_005238535.1	PRJNA224116	SAMN09435126	QPZA00000000.1	na	1351	1351	Enterococcus faecalis	strain=12-03-20	NA	latest	Scaffold	Major	Full	8/5/2019	ASM523853v1	University of Otago	GCA_005238535.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/238/535/GCF_005238535.1_ASM523853v1	NA	NA	faecalis	Enterococcus	12_03_20
GCF_005238585.1	PRJNA224116	SAMN09435121	QPZF00000000.1	na	1351	1351	Enterococcus faecalis	strain=10-6A	NA	latest	Scaffold	Major	Full	8/5/2019	ASM523858v1	University of Otago	GCA_005238585.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/238/585/GCF_005238585.1_ASM523858v1	NA	NA	faecalis	Enterococcus	10_6A
